"","customerid","urban","frequency","menu","partysize","monthlybasepayment","tenure","monthlyaddons","rating","churn","churn_prediction","addons_prediction"
"16098","cid0016098",0,"once-a-month","convenience",4,39.990002,1,30,1,1,0.661105491966954,1.69327053864496
"16099","cid0016099",0,"once-a-month","ethnic",3,40.990002,6,23,3,0,0.213762664685392,14.3728289389267
"16100","cid0016100",1,"once-a-month","convenience",5,43.990002,35,28,1,1,0.309968544726091,3.21106221267474
"16101","cid0016101",1,"twice-a-week","convenience",2,140.99001,43,53,5,0,0.000322211637087274,27.705555845707
"16102","cid0016102",1,"once-a-month","ethnic",4,47.990002,1,0,2,1,0.334087557496364,9.58428014307476
"16103","cid0016103",0,"once-a-month","convenience",3,33.990002,53,0,2,0,0.0098913136430256,6.8460702915852
"16104","cid0016104",0,"once-a-month","convenience",5,43.990002,22,2,4,0,0.0357068801302011,22.9317413389045
"16105","cid0016105",0,"once-a-month","ethnic",3,40.990002,9,16,3,0,0.177955381073548,14.330687661565
"16106","cid0016106",1,"once-a-month","convenience",2,27.99,5,47,3,0,0.013327780689215,14.4280435923356
"16107","cid0016107",1,"once-a-month","convenience",6,47.990002,23,0,2,0,0.292625786234171,11.2047329127458
"16108","cid0016108",1,"once-a-month","convenience",4,39.990002,6,0,4,0,0.018347030441205,23.210030605547
"16109","cid0016109",0,"once-a-month","ethnic",4,47.990002,3,18,1,1,0.797215333335728,1.67754458016241
"16110","cid0016110",0,"twice-a-week","ethnic",5,267.98999,1,2,2,1,0.724374169063067,9.63369197114692
"16111","cid0016111",0,"once-a-week","healthy",5,202.99001,40,16,4,0,0.0105970562307368,22.3577095930278
"16112","cid0016112",1,"once-a-month","convenience",6,47.990002,13,24,2,0,0.350346447641196,11.3452038372847
"16113","cid0016113",1,"once-a-week","convenience",5,155.99001,32,51,3,0,0.0623461056545961,17.372835479719
"16114","cid0016114",0,"once-a-month","ethnic",3,40.990002,5,48,3,0,0.226805843908634,14.3868760313806
"16115","cid0016115",1,"once-a-week","convenience",5,155.99001,17,54,5,0,0.0126521378262549,31.2918960176942
"16116","cid0016116",1,"once-a-month","ethnic",3,40.990002,43,36,3,0,0.0239493352772692,14.8775508205539
"16117","cid0016117",1,"once-a-month","convenience",3,33.990002,21,0,2,0,0.0633127165737274,8.32004155253081
"16118","cid0016118",0,"once-a-month","convenience",6,47.990002,4,0,5,0,0.113014908660009,31.0096945936989
"16119","cid0016119",1,"once-a-month","convenience",5,43.990002,6,0,2,0,0.258562131431036,10.472604969421
"16120","cid0016120",1,"once-a-month","healthy",3,44.990002,4,52,3,0,0.0306586671628721,14.680557279608
"16121","cid0016121",1,"once-a-month","convenience",2,27.99,7,9,5,0,0.000758540958906065,28.1083035585947
"16122","cid0016122",1,"once-a-month","ethnic",6,57.990002,30,0,1,1,0.662901811311456,4.26459441641034
"16123","cid0016123",1,"once-a-month","convenience",4,39.990002,1,57,4,0,0.0208936318366144,23.2802660678164
"16124","cid0016124",1,"once-a-month","ethnic",5,52.990002,6,0,1,1,0.694519203598442,3.63079612026278
"16125","cid0016125",1,"once-a-month","ethnic",3,40.990002,7,37,5,0,0.00487695958442512,29.0916003000608
"16126","cid0016126",0,"twice-a-week","convenience",6,243.99001,1,0,3,1,0.430843365745923,17.446429335346
"16127","cid0016127",0,"twice-a-week","ethnic",5,267.98999,6,17,3,1,0.432454419998279,16.4176335844609
"16128","cid0016128",0,"once-a-month","ethnic",4,47.990002,10,49,4,0,0.106358327080727,22.1417461597355
"16129","cid0016129",1,"twice-a-week","convenience",2,140.99001,1,35,4,0,0.00401603120401323,21.441356653187
"16130","cid0016130",0,"once-a-month","ethnic",5,52.990002,2,0,4,0,0.284092015823962,23.2250514144075
"16131","cid0016131",1,"once-a-month","convenience",6,47.990002,7,0,1,0,0.606691369921025,4.57530931642457
"16132","cid0016132",1,"once-a-month","convenience",4,39.990002,2,4,3,0,0.0617267038115291,16.4120418997791
"16133","cid0016133",0,"once-a-month","ethnic",4,47.990002,17,22,1,1,0.575808285179872,1.48088528580795
"16134","cid0016134",0,"once-a-month","ethnic",4,47.990002,11,24,2,0,0.443427357543405,8.41934491611473
"16135","cid0016135",1,"once-a-month","convenience",5,43.990002,4,0,3,0,0.116856058706004,17.3548762299122
"16136","cid0016136",1,"twice-a-week","convenience",5,222.99001,9,0,2,0,0.262098479570808,10.5334113075117
"16137","cid0016137",1,"once-a-month","convenience",5,43.990002,24,3,3,0,0.0722357693075738,17.0739343808344
"16138","cid0016138",1,"once-a-month","convenience",3,33.990002,3,0,2,0,0.098234593321077,8.57288921670083
"16139","cid0016139",0,"once-a-month","healthy",2,35.990002,37,22,4,0,0.00212322365707341,19.075787486751
"16140","cid0016140",0,"once-a-month","convenience",5,43.990002,5,36,4,0,0.118700758370353,23.1705419106206
"16141","cid0016141",0,"once-a-month","convenience",3,33.990002,2,0,4,0,0.0487953906656603,21.2708261579005
"16142","cid0016142",0,"once-a-month","convenience",5,43.990002,12,0,2,1,0.305798462604098,9.36385811227652
"16143","cid0016143",0,"once-a-month","healthy",4,51.990002,1,35,5,0,0.0386541102495229,28.3775169207563
"16144","cid0016144",0,"once-a-month","convenience",4,39.990002,1,0,2,1,0.420586219753728,8.5474476142284
"16145","cid0016145",1,"once-a-month","convenience",4,39.990002,3,0,3,0,0.0602087843081342,16.3979948073252
"16146","cid0016146",0,"once-a-month","healthy",3,44.990002,2,59,5,0,0.0176972598043235,27.3925413132615
"16147","cid0016147",0,"once-a-week","healthy",3,156.99001,3,29,3,0,0.141796528197167,14.0814179081565
"16148","cid0016148",0,"once-a-month","ethnic",3,40.990002,3,37,4,0,0.100346433410543,21.2691472918718
"16149","cid0016149",0,"once-a-month","convenience",5,43.990002,2,11,2,1,0.484936779653727,9.50432903681542
"16150","cid0016150",0,"twice-a-week","convenience",6,243.99001,5,50,3,1,0.358418012132174,17.3902409655305
"16151","cid0016151",1,"once-a-month","ethnic",5,52.990002,21,0,1,1,0.604346801676684,3.42008973345443
"16152","cid0016152",0,"once-a-month","ethnic",6,57.990002,13,36,4,1,0.238088265467082,24.0414619124557
"16153","cid0016153",1,"once-a-week","convenience",6,170.99001,3,0,2,1,0.426025248054484,11.8969526003393
"16154","cid0016154",0,"once-a-month","ethnic",2,32.990002,9,28,4,0,0.0374814993133712,20.2139362221076
"16155","cid0016155",0,"once-a-month","ethnic",3,40.990002,28,0,1,0,0.323941106494061,0.355438753774246
"16156","cid0016156",0,"twice-a-week","convenience",5,222.99001,1,0,2,0,0.528368303127692,9.62132374472168
"16157","cid0016157",1,"twice-a-week","healthy",4,259.98999,3,64,5,0,0.00752299238473842,29.476834653722
"16158","cid0016158",1,"once-a-month","healthy",4,51.990002,7,0,1,0,0.38304000930571,1.90099036612036
"16159","cid0016159",0,"twice-a-week","convenience",5,222.99001,9,0,4,0,0.0987930485457389,23.2173011562574
"16160","cid0016160",1,"once-a-month","convenience",2,27.99,4,50,4,0,0.00336521882794878,21.2962677603729
"16161","cid0016161",0,"once-a-month","ethnic",5,52.990002,23,0,2,0,0.309450635816796,9.22170832170896
"16162","cid0016162",0,"twice-a-week","convenience",5,222.99001,11,16,5,0,0.0383850468608541,30.0433840469331
"16163","cid0016163",1,"once-a-month","convenience",4,39.990002,7,0,3,0,0.0544801287158349,16.3418064375096
"16164","cid0016164",0,"twice-a-week","convenience",4,199.99001,5,33,3,0,0.180217378826057,15.4483839354486
"16165","cid0016165",0,"once-a-month","ethnic",4,47.990002,9,36,3,0,0.256556733574987,15.3016161766059
"16166","cid0016166",1,"once-a-month","ethnic",2,32.990002,27,51,3,0,0.017375850420439,14.1313757847752
"16167","cid0016167",0,"once-a-week","ethnic",5,186.99001,27,33,3,0,0.128918074470184,16.4309748659926
"16168","cid0016168",1,"twice-a-week","convenience",4,199.99001,3,0,3,0,0.0659933458558078,16.5009424227776
"16169","cid0016169",0,"once-a-month","convenience",5,43.990002,10,25,3,0,0.178543233038679,16.2461293727677
"16170","cid0016170",0,"once-a-week","convenience",4,139.99001,1,0,2,1,0.433868237486125,8.95872545274412
"16171","cid0016171",1,"once-a-month","convenience",2,27.99,12,20,3,0,0.0110951372212388,14.3297139451583
"16172","cid0016172",1,"once-a-month","healthy",5,57.990002,2,2,3,0,0.130442309449312,16.6505084945976
"16173","cid0016173",1,"once-a-month","convenience",5,43.990002,10,0,2,0,0.238755469038606,10.4164165996054
"16174","cid0016174",1,"once-a-month","convenience",3,33.990002,4,0,3,0,0.0285769011940846,15.4130191998304
"16175","cid0016175",0,"once-a-month","convenience",5,43.990002,23,11,3,0,0.0749045041192209,16.0635171708672
"16176","cid0016176",0,"once-a-month","healthy",6,62.990002,1,0,2,1,0.604487854472926,9.75684272408784
"16177","cid0016177",1,"once-a-week","ethnic",2,117.99,3,8,3,0,0.034075482777909,14.8797838421843
"16178","cid0016178",1,"once-a-week","convenience",5,155.99001,26,5,4,0,0.0272861624951673,24.3112951100258
"16179","cid0016179",0,"once-a-month","ethnic",5,52.990002,9,3,4,0,0.189087710601782,23.1267217672303
"16180","cid0016180",0,"once-a-month","convenience",3,33.990002,11,4,5,0,0.00838774754498756,27.9985794013989
"16181","cid0016181",0,"twice-a-week","ethnic",5,267.98999,2,52,2,1,0.708953587075968,9.61964487869303
"16182","cid0016182",1,"twice-a-week","convenience",4,199.99001,48,0,1,0,0.176778797340067,2.16046911118563
"16183","cid0016183",1,"once-a-week","convenience",3,120.99,8,0,2,0,0.0915138913385197,8.91393159294711
"16184","cid0016184",0,"once-a-month","convenience",2,27.99,6,27,4,0,0.0204220833777977,20.243709273044
"16185","cid0016185",0,"once-a-month","convenience",4,39.990002,2,7,4,0,0.0852153034297619,22.2417546729414
"16186","cid0016186",0,"once-a-month","convenience",4,39.990002,37,36,3,1,0.0172355891929831,14.8959293614718
"16187","cid0016187",0,"once-a-month","ethnic",4,47.990002,21,0,5,0,0.0188427524149781,28.8414052183261
"16188","cid0016188",1,"twice-a-week","convenience",6,243.99001,3,9,4,0,0.115253739356967,25.2969765284428
"16189","cid0016189",1,"once-a-month","ethnic",2,32.990002,4,52,4,0,0.00785886798118455,21.3086359867981
"16190","cid0016190",1,"twice-a-week","convenience",5,222.99001,7,58,3,0,0.118764746015538,17.4156825680029
"16191","cid0016191",1,"once-a-month","convenience",5,43.990002,14,40,4,0,0.0352360607499418,24.0685823809567
"16192","cid0016192",1,"once-a-month","convenience",3,33.990002,12,23,5,0,0.00182638750068485,29.0089966113661
"16193","cid0016193",1,"once-a-month","convenience",3,33.990002,43,4,3,0,0.0103512527719275,14.8651825941287
"16194","cid0016194",1,"once-a-month","convenience",2,27.99,1,0,1,1,0.202201734701518,0.77587781098426
"16195","cid0016195",1,"once-a-month","convenience",4,39.990002,27,53,4,0,0.0105964633250141,22.9150416640153
"16196","cid0016196",1,"once-a-month","ethnic",3,40.990002,16,0,1,0,0.394993978347037,1.54846816564206
"16197","cid0016197",1,"once-a-week","healthy",2,127.99,17,39,4,0,0.00270797888148798,20.7924714767657
"16198","cid0016198",0,"once-a-month","convenience",3,33.990002,2,0,2,1,0.324673414606545,7.56247200673359
"16199","cid0016199",1,"once-a-month","convenience",3,33.990002,22,32,2,0,0.0617583626137913,8.30599446007692
"16200","cid0016200",1,"once-a-week","convenience",5,155.99001,16,0,2,1,0.220230705734122,10.7434118833978
"16201","cid0016201",0,"once-a-month","convenience",3,33.990002,32,41,4,0,0.00522642254441052,20.8494133842838
"16202","cid0016202",0,"once-a-month","healthy",3,44.990002,16,36,4,0,0.0186877537084178,20.3417049433236
"16203","cid0016203",1,"twice-a-week","convenience",5,222.99001,9,0,2,0,0.262098479570808,10.5334113075117
"16204","cid0016204",0,"once-a-month","convenience",3,33.990002,2,16,3,0,0.135727962495007,14.416649082317
"16205","cid0016205",0,"once-a-month","convenience",4,39.990002,1,7,3,0,0.212661045180558,15.4016246898118
"16206","cid0016206",1,"once-a-month","convenience",6,47.990002,5,0,3,0,0.214628015252575,18.3117576524992
"16207","cid0016207",0,"once-a-month","healthy",3,44.990002,5,0,5,0,0.0141420560359104,27.3504000358999
"16208","cid0016208",1,"twice-a-week","convenience",3,172.99001,35,24,2,0,0.0489130455826252,8.22632987362872
"16209","cid0016209",1,"twice-a-week","healthy",4,259.98999,2,22,4,0,0.024048531598397,22.6367046705925
"16210","cid0016210",1,"once-a-month","healthy",6,62.990002,8,35,3,0,0.213436567835044,17.5371544549152
"16211","cid0016211",1,"once-a-month","healthy",2,35.990002,3,0,1,1,0.205354620008564,0.0153217058540945
"16212","cid0016212",0,"once-a-month","ethnic",4,47.990002,4,23,3,1,0.335333429779879,15.3718516388754
"16213","cid0016213",1,"once-a-month","convenience",5,43.990002,1,60,4,0,0.0490267258349652,24.2511945828573
"16214","cid0016214",0,"twice-a-week","convenience",4,199.99001,2,12,4,0,0.0931642004215736,22.3447022883938
"16215","cid0016215",1,"once-a-month","convenience",5,43.990002,26,38,3,0,0.0687614634454318,17.0458401959266
"16216","cid0016216",1,"twice-a-week","convenience",4,199.99001,2,11,2,1,0.186786306407463,9.66081243964801
"16217","cid0016217",1,"once-a-month","convenience",2,27.99,2,44,4,0,0.00354784166093896,21.3243619452807
"16218","cid0016218",1,"once-a-month","convenience",5,43.990002,7,0,2,1,0.253511656459842,10.4585578769671
"16219","cid0016219",1,"once-a-week","convenience",3,120.99,28,36,2,1,0.0559571243640569,8.63298974386931
"16220","cid0016220",1,"once-a-month","convenience",4,39.990002,10,0,5,0,0.00528167872873238,30.0080193113148
"16221","cid0016221",0,"once-a-week","healthy",3,156.99001,24,13,3,0,0.0324353161509838,13.7864289666248
"16222","cid0016222",1,"once-a-month","convenience",2,27.99,19,0,2,0,0.0368704976495356,7.37720722239768
"16223","cid0016223",1,"once-a-month","healthy",4,51.990002,3,35,5,0,0.00682611747256123,29.3738870382697
"16224","cid0016224",0,"once-a-month","ethnic",3,40.990002,7,0,1,1,0.702528572348868,0.650427695305938
"16225","cid0016225",0,"once-a-week","ethnic",4,167.99001,1,39,2,1,0.642580661077499,8.97109367916936
"16226","cid0016226",0,"once-a-week","ethnic",6,204.99001,9,62,5,0,0.177534601397122,31.3631051963704
"16227","cid0016227",0,"twice-a-week","ethnic",5,267.98999,2,24,3,0,0.507994779334316,16.4738219542765
"16228","cid0016228",1,"once-a-month","convenience",5,43.990002,24,0,2,1,0.177887977812893,10.219757305251
"16229","cid0016229",1,"twice-a-week","convenience",3,172.99001,6,18,4,0,0.00845978477077025,22.3420497059584
"16230","cid0016230",1,"twice-a-week","convenience",4,199.99001,36,43,4,0,0.00921827984716099,22.8915654473826
"16231","cid0016231",0,"once-a-week","ethnic",5,186.99001,4,0,4,0,0.264660380967101,23.6082350680155
"16232","cid0016232",1,"once-a-month","convenience",5,43.990002,15,15,3,0,0.0899530238270828,17.2003582129194
"16233","cid0016233",1,"twice-a-week","convenience",3,172.99001,13,0,2,0,0.0843828106292582,8.5353659076143
"16234","cid0016234",1,"once-a-month","convenience",3,33.990002,24,0,4,0,0.00477719581137362,21.986254426336
"16235","cid0016235",1,"once-a-month","ethnic",2,32.990002,51,0,2,0,0.0370196990168005,6.94006849029843
"16236","cid0016236",0,"once-a-month","ethnic",5,52.990002,9,15,3,0,0.354887600660908,16.2725446916469
"16237","cid0016237",0,"once-a-month","convenience",3,33.990002,13,40,4,0,0.0217614231544876,21.1163081409077
"16238","cid0016238",0,"twice-a-week","ethnic",6,292.98999,1,0,1,1,0.883949610520894,3.75044341060439
"16239","cid0016239",1,"once-a-month","ethnic",3,40.990002,12,36,4,0,0.0152431263782147,22.1671877622079
"16240","cid0016240",1,"twice-a-week","ethnic",4,239.99001,45,1,5,0,0.00540152957814949,29.6316869173063
"16241","cid0016241",0,"twice-a-week","ethnic",5,267.98999,28,22,2,0,0.252643764096132,9.25442047489188
"16242","cid0016242",1,"once-a-month","ethnic",2,32.990002,5,0,2,0,0.115178822267939,7.58623474317737
"16243","cid0016243",0,"once-a-month","ethnic",5,52.990002,6,7,3,1,0.408600474112385,16.3146859690085
"16244","cid0016244",1,"once-a-month","convenience",3,33.990002,7,0,1,0,0.261072273434962,1.66252377130183
"16245","cid0016245",0,"once-a-month","convenience",4,39.990002,1,0,2,1,0.420586219753728,8.5474476142284
"16246","cid0016246",0,"once-a-month","convenience",4,39.990002,2,48,2,0,0.402195890974936,8.5334005217745
"16247","cid0016247",0,"once-a-month","convenience",4,39.990002,4,0,3,1,0.176996751777668,15.3594834124502
"16248","cid0016248",1,"twice-a-week","healthy",5,289.98999,41,52,5,0,0.00755874809414692,29.9139736555151
"16249","cid0016249",0,"once-a-month","convenience",4,39.990002,24,12,4,0,0.0172159937043691,21.9327186389558
"16250","cid0016250",1,"once-a-month","convenience",6,47.990002,1,33,3,0,0.233045868477642,18.3679460223148
"16251","cid0016251",1,"once-a-month","convenience",6,47.990002,2,0,3,0,0.228340306504122,18.3538989298609
"16252","cid0016252",1,"twice-a-week","convenience",4,199.99001,7,0,4,0,0.0196780904716052,23.2989311285454
"16253","cid0016253",0,"once-a-month","ethnic",4,47.990002,11,0,4,0,0.0993518091603252,22.1276990672816
"16254","cid0016254",0,"twice-a-week","convenience",5,222.99001,14,42,4,0,0.0697529719051853,23.147065693988
"16255","cid0016255",1,"once-a-month","convenience",4,39.990002,5,18,4,0,0.0188307228249898,23.2240776980008
"16256","cid0016256",1,"once-a-month","convenience",3,33.990002,6,31,3,0,0.0271410156134445,15.3849250149226
"16257","cid0016257",1,"twice-a-week","ethnic",3,206.99001,40,0,5,0,0.00224808791132035,28.7309938645348
"16258","cid0016258",0,"once-a-month","ethnic",5,52.990002,32,48,4,0,0.0390549253097679,22.8036386407908
"16259","cid0016259",0,"twice-a-week","convenience",3,172.99001,2,36,4,0,0.0535458869202222,21.3737737733528
"16260","cid0016260",1,"once-a-month","healthy",5,57.990002,5,24,3,0,0.121681941746768,16.6083672172359
"16261","cid0016261",1,"once-a-month","convenience",3,33.990002,16,5,4,0,0.00589936274731792,22.0986311659671
"16262","cid0016262",0,"once-a-month","convenience",5,43.990002,3,0,3,0,0.270013697151427,16.344459019945
"16263","cid0016263",0,"once-a-month","convenience",4,39.990002,37,30,3,0,0.0172355891929831,14.8959293614718
"16264","cid0016264",1,"once-a-month","convenience",4,39.990002,5,0,2,0,0.161314070009007,9.51572354683396
"16265","cid0016265",1,"once-a-month","convenience",3,33.990002,7,54,5,0,0.00208476333732576,29.0792320736356
"16266","cid0016266",1,"once-a-month","healthy",3,44.990002,31,0,1,0,0.167381867648398,0.592931632186085
"16267","cid0016267",0,"once-a-month","ethnic",5,52.990002,1,1,4,1,0.299790229608152,23.2390985068614
"16268","cid0016268",0,"once-a-month","healthy",5,57.990002,6,39,4,0,0.118335679598707,22.4240328979444
"16269","cid0016269",0,"once-a-month","ethnic",2,32.990002,22,0,2,0,0.149963085200197,6.32296986904011
"16270","cid0016270",1,"once-a-month","ethnic",6,57.990002,40,25,3,0,0.202199737243234,17.8324776430383
"16271","cid0016271",0,"twice-a-week","ethnic",3,206.99001,9,0,2,0,0.422262214518741,7.57945820143397
"16272","cid0016272",0,"once-a-month","ethnic",3,40.990002,34,39,4,0,0.0104770840856602,20.8336874258012
"16273","cid0016273",1,"twice-a-week","ethnic",4,239.99001,21,0,1,0,0.507560382064794,2.55210883386589
"16274","cid0016274",1,"once-a-month","convenience",2,27.99,46,19,3,0,0.00453404649822555,13.8521128017261
"16275","cid0016275",1,"once-a-week","convenience",3,120.99,16,0,3,0,0.0220950222427116,15.6557319288994
"16276","cid0016276",1,"once-a-week","ethnic",6,204.99001,52,0,4,0,0.0738943294784721,24.9293674476908
"16277","cid0016277",0,"once-a-month","convenience",4,39.990002,30,0,2,0,0.0742541772231008,8.14008193306558
"16278","cid0016278",0,"twice-a-week","convenience",2,140.99001,7,43,3,0,0.0691753200111961,13.478432720459
"16279","cid0016279",0,"twice-a-week","convenience",4,199.99001,21,27,3,0,0.0612158568749224,15.2236304561864
"16280","cid0016280",1,"once-a-month","ethnic",3,40.990002,26,34,4,0,0.0105661855755022,21.9705284678535
"16281","cid0016281",1,"once-a-week","convenience",2,97.989998,2,0,1,0,0.206717984371232,1.1731085570461
"16282","cid0016282",1,"once-a-month","convenience",4,39.990002,13,47,2,0,0.134632912254487,9.40334680720284
"16283","cid0016283",1,"once-a-month","ethnic",4,47.990002,3,40,4,0,0.0453230632495346,23.2645401093339
"16284","cid0016284",1,"once-a-month","ethnic",5,52.990002,2,0,2,1,0.476335855901255,10.5411615656618
"16285","cid0016285",1,"twice-a-week","ethnic",6,292.98999,8,30,3,0,0.39502998500873,18.3849322170152
"16286","cid0016286",1,"twice-a-week","ethnic",3,206.99001,3,0,3,0,0.0724889827477131,15.5423821341619
"16287","cid0016287",1,"once-a-month","ethnic",4,47.990002,5,53,4,0,0.0430830617764349,23.2364459244261
"16288","cid0016288",1,"once-a-month","convenience",4,39.990002,15,36,2,0,0.128573411358044,9.37525262229506
"16289","cid0016289",1,"twice-a-week","ethnic",3,206.99001,44,32,4,0,0.00725465043095119,21.8206284191358
"16290","cid0016290",0,"once-a-month","healthy",5,57.990002,6,0,1,1,0.637999138880824,1.86150167119403
"16291","cid0016291",0,"once-a-month","convenience",6,47.990002,3,0,3,0,0.370928898728177,17.3153875349859
"16292","cid0016292",1,"once-a-month","ethnic",4,47.990002,2,7,3,0,0.133697307716833,16.4244101262043
"16293","cid0016293",1,"once-a-month","convenience",5,43.990002,25,0,1,1,0.369324021999724,3.35153313721364
"16294","cid0016294",1,"once-a-week","convenience",5,155.99001,9,0,4,0,0.042170139955597,24.5500956817419
"16295","cid0016295",0,"twice-a-week","convenience",3,172.99001,6,0,3,0,0.113331793231088,14.4634083279538
"16296","cid0016296",1,"once-a-week","convenience",4,139.99001,2,43,3,0,0.0649462980049715,16.8233197382948
"16297","cid0016297",1,"once-a-month","ethnic",6,57.990002,9,29,3,0,0.365715494988645,18.2679375091089
"16298","cid0016298",1,"once-a-month","convenience",5,43.990002,4,0,2,1,0.268857742260477,10.5006991543288
"16299","cid0016299",0,"once-a-month","ethnic",3,40.990002,1,51,4,0,0.114917310585373,21.2972414767796
"16300","cid0016300",0,"once-a-month","convenience",4,39.990002,1,50,3,0,0.212661045180558,15.4016246898118
"16301","cid0016301",1,"once-a-month","convenience",4,39.990002,34,4,2,0,0.0818544135493951,9.10835786567115
"16302","cid0016302",0,"once-a-month","convenience",2,27.99,6,52,4,0,0.0204220833777977,20.243709273044
"16303","cid0016303",0,"twice-a-week","ethnic",5,267.98999,2,25,2,1,0.708953587075968,9.61964487869303
"16304","cid0016304",0,"once-a-month","ethnic",3,40.990002,6,0,1,1,0.718154238612831,0.664474787759827
"16305","cid0016305",1,"twice-a-week","ethnic",3,206.99001,10,17,5,0,0.00496690486296482,29.1524066381515
"16306","cid0016306",1,"once-a-month","ethnic",4,47.990002,26,0,1,0,0.450106537297027,2.37892575614407
"16307","cid0016307",0,"once-a-month","convenience",3,33.990002,15,47,2,0,0.151895507472961,7.37985980483302
"16308","cid0016308",0,"once-a-month","ethnic",5,52.990002,2,0,3,1,0.483523969782787,16.3708743388241
"16309","cid0016309",1,"once-a-week","convenience",3,120.99,1,0,4,0,0.00923945525094812,22.7206153912912
"16310","cid0016310",1,"once-a-month","convenience",4,39.990002,11,0,3,1,0.049267960191582,16.2856180676941
"16311","cid0016311",1,"once-a-week","convenience",5,155.99001,35,30,4,0,0.0216186346042749,24.1848712779408
"16312","cid0016312",1,"once-a-month","convenience",5,43.990002,17,35,3,0,0.0857052950501557,17.1722640280116
"16313","cid0016313",1,"once-a-month","healthy",6,62.990002,3,62,4,0,0.112684110158913,24.4615669927681
"16314","cid0016314",0,"once-a-month","convenience",3,33.990002,11,0,2,0,0.195291773734897,7.43604817464858
"16315","cid0016315",1,"once-a-month","convenience",3,33.990002,7,8,5,0,0.00208476333732576,29.0792320736356
"16316","cid0016316",1,"once-a-month","ethnic",3,40.990002,30,28,3,0,0.0334758865026007,15.0601630224545
"16317","cid0016317",0,"twice-a-week","convenience",6,243.99001,17,0,1,0,0.490601876910918,3.51332170491691
"16318","cid0016318",1,"once-a-month","ethnic",4,47.990002,2,0,1,0,0.607333199959879,2.71605597503743
"16319","cid0016319",0,"once-a-month","convenience",4,39.990002,46,0,2,0,0.02323901202894,7.91532845380334
"16320","cid0016320",0,"once-a-week","convenience",3,120.99,6,24,3,0,0.109021077737567,14.7717385510172
"16321","cid0016321",1,"once-a-month","convenience",5,43.990002,24,0,2,0,0.177887977812893,10.219757305251
"16322","cid0016322",1,"twice-a-week","convenience",3,172.99001,14,0,2,0,0.082356657903309,8.52131881516041
"16323","cid0016323",0,"once-a-month","convenience",2,27.99,2,41,3,0,0.0896795302593294,13.4457205672761
"16324","cid0016324",0,"twice-a-week","convenience",6,243.99001,1,0,1,1,0.764535260599111,3.73807518417916
"16325","cid0016325",1,"once-a-month","ethnic",5,52.990002,14,8,3,1,0.192316908123688,17.2267735317985
"16326","cid0016326",1,"once-a-month","ethnic",5,52.990002,4,13,4,0,0.100471526761866,24.2214215319209
"16327","cid0016327",1,"once-a-week","convenience",4,139.99001,42,13,3,0,0.0234847927686406,16.2614360401392
"16328","cid0016328",0,"once-a-month","healthy",5,57.990002,4,0,2,0,0.465126181167628,8.74377293168525
"16329","cid0016329",0,"twice-a-week","ethnic",4,239.99001,2,0,2,1,0.635122119330379,8.64871636365211
"16330","cid0016330",1,"once-a-month","healthy",3,44.990002,16,0,1,1,0.230307710489876,0.803638018994438
"16331","cid0016331",1,"once-a-month","ethnic",4,47.990002,11,58,4,0,0.0369807543006881,23.1521633697027
"16332","cid0016332",0,"once-a-month","convenience",4,39.990002,42,51,5,0,0.00165820609499588,28.5340480503692
"16333","cid0016333",0,"once-a-month","convenience",6,47.990002,3,35,5,0,0.120855683015965,31.0237416861528
"16334","cid0016334",1,"once-a-month","convenience",3,33.990002,13,3,4,0,0.00638467492193651,22.1407724433288
"16335","cid0016335",1,"once-a-month","ethnic",5,52.990002,15,0,4,0,0.0770116652916246,24.0669035149281
"16336","cid0016336",1,"once-a-week","convenience",5,155.99001,36,53,4,0,0.0210648683981072,24.1708241854869
"16337","cid0016337",0,"once-a-month","convenience",3,33.990002,8,10,4,0,0.0314978230816141,21.1865436031771
"16338","cid0016338",0,"once-a-month","convenience",4,39.990002,5,18,3,0,0.166202275899471,15.3454363199963
"16339","cid0016339",1,"once-a-month","convenience",4,39.990002,15,0,5,0,0.00462892998466767,29.9377838490454
"16340","cid0016340",0,"once-a-month","convenience",6,47.990002,3,16,3,0,0.370928898728177,17.3153875349859
"16341","cid0016341",1,"twice-a-week","convenience",4,199.99001,6,0,4,0,0.0201961523311954,23.3129782209993
"16342","cid0016342",1,"once-a-month","convenience",5,43.990002,1,0,3,0,0.125318563882104,17.3970175072739
"16343","cid0016343",1,"once-a-month","ethnic",3,40.990002,2,0,3,1,0.0678328807027858,15.4534816111634
"16344","cid0016344",0,"once-a-month","convenience",6,47.990002,36,0,2,0,0.090566363613698,9.99765640842407
"16345","cid0016345",1,"once-a-month","convenience",4,39.990002,3,0,3,0,0.0602087843081342,16.3979948073252
"16346","cid0016346",0,"once-a-month","convenience",5,43.990002,2,0,2,0,0.484936779653727,9.50432903681542
"16347","cid0016347",1,"once-a-month","convenience",4,39.990002,4,8,4,0,0.0193269159848476,23.2381247904547
"16348","cid0016348",1,"once-a-month","convenience",3,33.990002,32,46,5,0,0.00107550996668777,28.7280547622883
"16349","cid0016349",1,"once-a-month","convenience",3,33.990002,15,43,4,0,0.0060569155540673,22.112678258421
"16350","cid0016350",0,"twice-a-week","healthy",5,289.98999,2,5,3,1,0.321208233086049,15.7289918076288
"16351","cid0016351",0,"once-a-month","convenience",5,43.990002,3,2,4,0,0.135535276079868,23.1986360955284
