customerid,urban,frequency,menu,partysize,monthlybasepayment,tenure,monthlyaddons,rating,churn
cid0019891,0,once-a-month,convenience,6,47.990002,9,0,1,0
cid0019892,1,once-a-month,convenience,3,33.990002,16,0,1,0
cid0019893,1,once-a-week,healthy,5,202.99001,9,0,1,0
cid0019894,1,once-a-month,convenience,3,33.990002,2,60,5,0
cid0019895,0,once-a-month,convenience,5,43.990002,11,0,3,0
cid0019896,0,once-a-month,healthy,5,57.990002,1,0,2,1
cid0019897,0,once-a-month,convenience,4,39.990002,5,48,4,0
cid0019898,1,once-a-week,convenience,4,139.99001,11,38,2,1
cid0019899,0,once-a-month,healthy,3,44.990002,9,0,2,0
cid0019900,1,once-a-month,convenience,4,39.990002,35,22,4,0
cid0019901,1,once-a-month,ethnic,3,40.990002,19,0,4,0
cid0019902,1,once-a-month,healthy,3,44.990002,1,0,2,0
cid0019903,1,once-a-month,convenience,5,43.990002,13,0,1,0
cid0019904,0,twice-a-week,convenience,2,140.99001,2,0,4,0
cid0019905,1,once-a-month,ethnic,4,47.990002,12,51,4,0
cid0019906,0,once-a-month,convenience,5,43.990002,18,0,2,0
cid0019907,1,once-a-month,convenience,5,43.990002,12,23,3,0
cid0019908,1,twice-a-week,convenience,3,172.99001,6,20,4,0
cid0019909,1,once-a-month,convenience,4,39.990002,28,0,4,0
cid0019910,0,once-a-month,convenience,3,33.990002,1,0,3,0
cid0019911,1,twice-a-week,ethnic,3,206.99001,4,34,3,0
cid0019912,1,twice-a-week,convenience,4,199.99001,41,27,3,1
cid0019913,1,once-a-month,convenience,4,39.990002,2,62,4,0
cid0019914,1,once-a-month,convenience,3,33.990002,7,14,4,0
cid0019915,0,once-a-month,convenience,5,43.990002,8,35,3,1
cid0019916,1,once-a-month,ethnic,2,32.990002,2,14,5,0
cid0019917,1,twice-a-week,convenience,6,243.99001,2,60,3,0
cid0019918,0,once-a-month,healthy,6,62.990002,3,0,4,0
cid0019919,1,once-a-month,convenience,6,47.990002,22,0,3,0
cid0019920,1,once-a-month,convenience,3,33.990002,2,26,4,0
cid0019921,0,twice-a-week,convenience,5,222.99001,2,0,1,1
cid0019922,0,once-a-week,ethnic,4,167.99001,4,44,5,0
cid0019923,1,twice-a-week,ethnic,4,239.99001,25,14,5,0
cid0019924,1,once-a-month,convenience,4,39.990002,1,1,3,0
cid0019925,0,once-a-month,ethnic,5,52.990002,52,27,1,0
cid0019926,1,once-a-week,ethnic,5,186.99001,5,0,1,1
cid0019927,1,once-a-month,convenience,2,27.99,21,0,3,0
cid0019928,0,twice-a-week,ethnic,5,267.98999,30,0,3,0
cid0019929,1,once-a-month,convenience,6,47.990002,1,0,3,0
cid0019930,1,twice-a-week,convenience,5,222.99001,28,0,2,1
cid0019931,1,once-a-month,ethnic,2,32.990002,36,0,4,0
cid0019932,1,once-a-month,convenience,4,39.990002,10,21,4,0
cid0019933,1,once-a-month,convenience,4,39.990002,3,38,2,1
cid0019934,1,once-a-month,healthy,2,35.990002,38,36,4,0
cid0019935,0,once-a-month,convenience,4,39.990002,3,0,3,0
cid0019936,1,once-a-month,ethnic,3,40.990002,33,7,4,0
cid0019937,0,once-a-month,convenience,5,43.990002,1,0,2,1
cid0019938,1,once-a-week,convenience,2,97.989998,1,0,1,1
cid0019939,0,once-a-month,convenience,3,33.990002,14,25,5,0
cid0019940,1,twice-a-week,convenience,4,199.99001,4,11,2,0
cid0019941,0,once-a-month,convenience,4,39.990002,3,37,4,0
cid0019942,1,once-a-week,ethnic,6,204.99001,9,57,4,0
cid0019943,0,twice-a-week,convenience,4,199.99001,20,41,1,0
cid0019944,0,once-a-month,ethnic,2,32.990002,12,38,4,0
cid0019945,0,once-a-month,healthy,2,35.990002,10,0,2,0
cid0019946,0,once-a-month,ethnic,3,40.990002,4,0,2,1
cid0019947,1,once-a-week,ethnic,4,167.99001,24,1,3,0
cid0019948,1,once-a-week,convenience,3,120.99,1,0,4,0
cid0019949,1,twice-a-week,convenience,3,172.99001,2,49,3,0
cid0019950,0,twice-a-week,convenience,5,222.99001,17,0,4,0
cid0019951,0,once-a-month,convenience,5,43.990002,3,0,2,0
cid0019952,1,once-a-week,healthy,3,156.99001,10,0,3,0
cid0019953,0,once-a-month,convenience,3,33.990002,49,0,2,0
cid0019954,0,once-a-month,convenience,4,39.990002,16,54,4,0
cid0019955,0,once-a-month,convenience,5,43.990002,7,18,2,0
cid0019956,1,twice-a-week,convenience,3,172.99001,49,0,2,0
cid0019957,0,once-a-month,convenience,4,39.990002,1,0,2,0
cid0019958,0,once-a-month,convenience,6,47.990002,45,0,3,1
cid0019959,1,once-a-month,ethnic,6,57.990002,1,0,2,1
cid0019960,0,twice-a-week,convenience,3,172.99001,26,48,4,0
cid0019961,0,once-a-month,convenience,4,39.990002,2,25,3,0
cid0019962,0,twice-a-week,convenience,2,140.99001,7,0,2,0
cid0019963,0,once-a-month,healthy,3,44.990002,21,0,3,0
cid0019964,0,once-a-month,convenience,5,43.990002,12,41,4,0
cid0019965,1,once-a-month,convenience,6,47.990002,50,0,3,1
cid0019966,0,once-a-month,ethnic,3,40.990002,16,46,3,0
cid0019967,0,once-a-month,convenience,3,33.990002,2,6,3,0
cid0019968,0,once-a-month,healthy,4,51.990002,2,0,3,0
cid0019969,1,twice-a-week,convenience,4,199.99001,7,30,5,0
cid0019970,1,once-a-month,ethnic,6,57.990002,8,1,4,0
cid0019971,1,once-a-month,ethnic,5,52.990002,8,0,1,0
cid0019972,1,once-a-week,ethnic,4,167.99001,40,0,1,1
cid0019973,0,once-a-month,convenience,5,43.990002,4,0,3,1
cid0019974,1,once-a-week,convenience,5,155.99001,34,40,4,0
cid0019975,1,once-a-month,convenience,5,43.990002,6,0,2,0
cid0019976,0,once-a-month,convenience,2,27.99,12,25,3,0
cid0019977,0,once-a-month,healthy,5,57.990002,8,41,5,0
cid0019978,0,once-a-month,healthy,6,62.990002,8,0,3,0
cid0019979,1,once-a-month,ethnic,2,32.990002,2,0,1,0
cid0019980,0,once-a-month,ethnic,3,40.990002,3,0,1,1
cid0019981,1,once-a-month,convenience,5,43.990002,45,39,2,1
cid0019982,1,once-a-month,ethnic,5,52.990002,1,34,3,0
cid0019983,1,once-a-month,convenience,3,33.990002,53,0,2,0
cid0019984,0,once-a-month,convenience,5,43.990002,5,56,5,0
cid0019985,1,twice-a-week,convenience,5,222.99001,22,0,1,1
cid0019986,1,once-a-week,convenience,3,120.99,5,11,4,0
cid0019987,1,once-a-month,convenience,6,47.990002,5,54,5,0
cid0019988,1,twice-a-week,convenience,6,243.99001,2,0,1,0
cid0019989,0,twice-a-week,convenience,3,172.99001,1,0,4,1
cid0019990,0,twice-a-week,healthy,5,289.98999,10,6,5,0
cid0019991,1,twice-a-week,convenience,4,199.99001,32,2,5,0
cid0019992,0,once-a-month,convenience,3,33.990002,7,35,4,0
cid0019993,1,twice-a-week,convenience,5,222.99001,3,0,1,1
cid0019994,0,once-a-week,convenience,5,155.99001,5,0,4,0
cid0019995,1,twice-a-week,convenience,5,222.99001,4,50,4,0
cid0019996,0,once-a-month,convenience,3,33.990002,5,7,3,0
cid0019997,0,once-a-month,convenience,4,39.990002,10,0,1,0
cid0019998,1,twice-a-week,convenience,4,199.99001,4,0,5,0
cid0019999,0,once-a-month,convenience,3,33.990002,15,0,1,0
cid0020000,1,twice-a-week,convenience,5,222.99001,3,0,2,0
cid0020001,1,once-a-month,convenience,5,43.990002,2,62,4,0
cid0020002,1,twice-a-week,convenience,3,172.99001,23,0,3,0
cid0020003,0,once-a-month,ethnic,5,52.990002,1,0,1,0
cid0020004,0,once-a-month,ethnic,5,52.990002,2,0,2,1
cid0020005,1,once-a-month,ethnic,4,47.990002,4,0,4,0
cid0020006,1,twice-a-week,healthy,2,182.99001,21,0,1,1
cid0020007,1,once-a-month,ethnic,3,40.990002,6,19,2,0
cid0020008,0,once-a-week,convenience,3,120.99,1,0,2,1
cid0020009,0,once-a-month,convenience,3,33.990002,7,46,3,0
cid0020010,0,once-a-month,convenience,3,33.990002,10,38,5,0
cid0020011,1,once-a-month,healthy,3,44.990002,7,54,3,0
cid0020012,0,twice-a-week,healthy,5,289.98999,3,0,4,0
cid0020013,0,twice-a-week,ethnic,3,206.99001,7,0,2,0
cid0020014,1,once-a-month,ethnic,5,52.990002,2,51,4,0
cid0020015,0,once-a-month,convenience,3,33.990002,31,0,3,0
cid0020016,1,once-a-month,convenience,4,39.990002,1,0,2,0
cid0020017,1,twice-a-week,convenience,4,199.99001,34,44,3,0
cid0020018,0,once-a-week,ethnic,5,186.99001,3,0,2,0
cid0020019,1,once-a-month,healthy,6,62.990002,44,23,5,0
cid0020020,0,once-a-month,convenience,3,33.990002,28,0,5,0
cid0020021,1,once-a-week,ethnic,6,204.99001,5,0,3,0
cid0020022,1,once-a-month,convenience,4,39.990002,12,0,2,0
cid0020023,0,once-a-month,convenience,4,39.990002,14,0,2,0
cid0020024,1,once-a-month,convenience,4,39.990002,1,8,2,0
cid0020025,0,once-a-month,convenience,2,27.99,13,29,2,0
cid0020026,0,once-a-month,ethnic,4,47.990002,10,0,1,0
cid0020027,0,twice-a-week,convenience,5,222.99001,12,0,1,1
cid0020028,1,once-a-week,convenience,4,139.99001,5,0,2,1
cid0020029,1,once-a-month,convenience,4,39.990002,6,0,3,0
cid0020030,0,once-a-month,ethnic,4,47.990002,1,50,3,1
cid0020031,1,twice-a-week,convenience,3,172.99001,4,0,3,0
cid0020032,1,once-a-month,healthy,4,51.990002,21,0,2,0
cid0020033,0,once-a-week,convenience,5,155.99001,2,0,2,1
cid0020034,0,once-a-month,convenience,5,43.990002,8,0,4,0
cid0020035,0,once-a-month,ethnic,2,32.990002,2,57,5,1
cid0020036,1,once-a-month,convenience,3,33.990002,8,37,3,0
cid0020037,1,once-a-month,convenience,4,39.990002,9,17,3,0
cid0020038,1,twice-a-week,convenience,5,222.99001,2,0,1,1
cid0020039,0,twice-a-week,convenience,4,199.99001,13,0,2,0
cid0020040,1,twice-a-week,convenience,4,199.99001,6,54,3,0
cid0020041,0,once-a-month,convenience,3,33.990002,5,0,5,0
cid0020042,1,once-a-month,ethnic,4,47.990002,24,15,2,0
cid0020043,0,once-a-month,convenience,3,33.990002,35,0,1,1
cid0020044,1,twice-a-week,convenience,4,199.99001,6,0,4,0
cid0020045,1,once-a-month,convenience,2,27.99,7,48,3,0
cid0020046,1,twice-a-week,convenience,2,140.99001,22,0,2,0
cid0020047,0,once-a-month,convenience,4,39.990002,5,24,3,0
cid0020048,1,once-a-month,convenience,4,39.990002,1,0,1,0
cid0020049,0,once-a-week,convenience,6,170.99001,2,11,3,0
cid0020050,0,once-a-month,healthy,4,51.990002,20,0,2,0
cid0020051,0,once-a-month,healthy,5,57.990002,2,0,1,1
cid0020052,1,once-a-month,convenience,2,27.99,2,0,2,0
cid0020053,1,twice-a-week,convenience,4,199.99001,4,31,3,0
cid0020054,0,twice-a-week,convenience,6,243.99001,6,13,4,0
cid0020055,0,once-a-month,convenience,6,47.990002,14,11,4,0
cid0020056,1,twice-a-week,healthy,2,182.99001,1,0,2,0
cid0020057,0,twice-a-week,convenience,3,172.99001,34,18,5,0
cid0020058,0,once-a-month,convenience,4,39.990002,7,34,3,0
cid0020059,0,once-a-month,ethnic,2,32.990002,1,0,2,0
cid0020060,1,once-a-month,ethnic,3,40.990002,13,46,4,0
cid0020061,0,twice-a-week,ethnic,6,292.98999,2,0,4,1
cid0020062,1,once-a-week,convenience,4,139.99001,41,49,4,0
cid0020063,0,once-a-week,convenience,6,170.99001,20,4,3,1
cid0020064,1,twice-a-week,convenience,6,243.99001,5,48,2,1
cid0020065,1,once-a-month,convenience,4,39.990002,32,0,1,0
cid0020066,0,once-a-month,convenience,5,43.990002,26,33,4,0
cid0020067,1,once-a-week,convenience,3,120.99,3,8,3,0
cid0020068,1,once-a-month,healthy,5,57.990002,2,0,3,1
cid0020069,0,once-a-month,convenience,5,43.990002,4,30,5,0
cid0020070,0,once-a-month,convenience,2,27.99,13,39,2,0
cid0020071,0,twice-a-week,healthy,4,259.98999,43,0,3,0
cid0020072,0,once-a-month,ethnic,3,40.990002,4,18,4,0
cid0020073,1,once-a-month,healthy,4,51.990002,36,49,3,0
cid0020074,0,once-a-month,convenience,3,33.990002,40,14,3,0
cid0020075,1,once-a-month,convenience,4,39.990002,4,30,2,0
cid0020076,1,twice-a-week,convenience,6,243.99001,16,50,3,0
cid0020077,0,once-a-week,convenience,6,170.99001,4,0,2,1
cid0020078,1,once-a-month,convenience,4,39.990002,29,0,1,0
cid0020079,1,once-a-month,convenience,5,43.990002,4,1,3,0
cid0020080,1,once-a-month,ethnic,3,40.990002,1,39,5,0
cid0020081,1,once-a-month,convenience,5,43.990002,9,0,2,0
cid0020082,0,once-a-week,ethnic,3,144.99001,4,0,5,0
cid0020083,0,twice-a-week,convenience,4,199.99001,36,0,1,1
cid0020084,1,twice-a-week,convenience,5,222.99001,35,0,4,0
cid0020085,0,once-a-week,ethnic,2,117.99,7,2,5,0
cid0020086,0,once-a-month,convenience,6,47.990002,14,53,2,1
cid0020087,0,once-a-month,convenience,5,43.990002,2,34,4,0
cid0020088,1,once-a-month,healthy,5,57.990002,44,0,2,0
cid0020089,0,once-a-week,healthy,5,202.99001,7,0,2,0
cid0020090,0,once-a-month,convenience,4,39.990002,2,53,3,0
cid0020091,1,twice-a-week,ethnic,5,267.98999,14,48,3,1
cid0020092,1,twice-a-week,ethnic,5,267.98999,22,0,4,0
cid0020093,0,twice-a-week,convenience,3,172.99001,4,24,3,0
cid0020094,0,once-a-month,ethnic,5,52.990002,7,0,4,0
cid0020095,0,once-a-month,convenience,6,47.990002,1,0,4,1
cid0020096,1,once-a-month,convenience,2,27.99,2,0,2,0
cid0020097,1,once-a-month,convenience,5,43.990002,1,0,1,1
cid0020098,0,twice-a-week,healthy,3,224.99001,39,24,5,0
cid0020099,1,once-a-week,ethnic,3,144.99001,29,47,3,0
cid0020100,1,twice-a-week,convenience,3,172.99001,13,0,1,0
cid0020101,1,once-a-month,convenience,3,33.990002,8,22,2,0
cid0020102,1,once-a-week,convenience,5,155.99001,38,34,3,0
cid0020103,1,once-a-week,convenience,2,97.989998,1,0,4,0
cid0020104,1,twice-a-week,ethnic,2,168.99001,2,58,5,0
cid0020105,1,twice-a-week,convenience,3,172.99001,17,0,2,0
cid0020106,0,once-a-month,convenience,4,39.990002,1,0,2,1
cid0020107,0,once-a-month,ethnic,3,40.990002,3,0,1,1
cid0020108,0,twice-a-week,healthy,5,289.98999,5,0,2,0
cid0020109,1,once-a-week,convenience,3,120.99,3,0,3,0
cid0020110,1,once-a-week,ethnic,6,204.99001,32,0,1,0
cid0020111,1,once-a-month,convenience,6,47.990002,17,0,1,1
cid0020112,1,once-a-month,healthy,6,62.990002,33,0,1,1
cid0020113,1,twice-a-week,convenience,3,172.99001,1,0,2,0
cid0020114,0,once-a-month,healthy,6,62.990002,7,0,1,0
cid0020115,1,once-a-week,ethnic,4,167.99001,10,0,3,0
cid0020116,1,once-a-month,convenience,4,39.990002,9,0,2,0
cid0020117,1,once-a-month,convenience,3,33.990002,46,5,3,0
cid0020118,1,once-a-month,convenience,5,43.990002,26,0,1,0
cid0020119,1,once-a-month,healthy,6,62.990002,2,66,4,0
cid0020120,0,twice-a-week,convenience,5,222.99001,3,27,4,0
cid0020121,0,once-a-month,healthy,4,51.990002,39,35,3,0
cid0020122,0,twice-a-week,convenience,4,199.99001,36,40,5,0
cid0020123,1,once-a-month,healthy,5,57.990002,3,0,4,0
cid0020124,0,twice-a-week,ethnic,2,168.99001,29,36,3,0
cid0020125,1,once-a-month,convenience,5,43.990002,31,61,3,0
cid0020126,0,once-a-week,convenience,3,120.99,8,36,5,0
cid0020127,1,once-a-month,convenience,2,27.99,3,0,5,0
cid0020128,1,twice-a-week,ethnic,6,292.98999,9,0,2,1
cid0020129,1,once-a-month,ethnic,4,47.990002,21,48,4,0
cid0020130,0,once-a-month,convenience,3,33.990002,1,27,5,0
cid0020131,0,once-a-month,convenience,4,39.990002,2,0,2,1
cid0020132,1,once-a-month,healthy,5,57.990002,4,0,4,0
cid0020133,0,twice-a-week,convenience,2,140.99001,21,0,3,0
cid0020134,1,once-a-month,convenience,4,39.990002,4,28,2,0
cid0020135,1,once-a-month,convenience,5,43.990002,41,20,3,0
cid0020136,1,once-a-month,convenience,3,33.990002,3,55,5,0
cid0020137,1,twice-a-week,ethnic,4,239.99001,18,52,4,0
cid0020138,1,once-a-month,convenience,6,47.990002,3,7,3,0
cid0020139,1,once-a-month,convenience,5,43.990002,1,0,2,0
cid0020140,0,once-a-month,ethnic,4,47.990002,4,16,2,1
cid0020141,1,once-a-month,convenience,4,39.990002,2,38,2,0
cid0020142,1,once-a-month,convenience,3,33.990002,14,0,3,0
cid0020143,1,once-a-month,ethnic,5,52.990002,4,0,1,1
cid0020144,0,once-a-month,convenience,4,39.990002,6,15,4,0
cid0020145,1,once-a-week,convenience,3,120.99,14,14,4,0
cid0020146,1,once-a-month,convenience,5,43.990002,1,9,3,0
cid0020147,1,once-a-week,healthy,5,202.99001,2,0,2,0
cid0020148,1,once-a-month,convenience,3,33.990002,11,45,4,0
cid0020149,1,once-a-month,ethnic,6,57.990002,11,56,2,1
cid0020150,0,once-a-month,convenience,5,43.990002,2,0,4,1
cid0020151,1,once-a-month,healthy,4,51.990002,14,14,5,0
cid0020152,1,once-a-month,ethnic,4,47.990002,7,0,1,1
cid0020153,1,once-a-month,convenience,6,47.990002,11,42,4,0
cid0020154,0,once-a-month,convenience,4,39.990002,1,0,1,1
cid0020155,1,twice-a-week,healthy,3,224.99001,10,0,1,0
cid0020156,0,once-a-month,healthy,6,62.990002,1,56,3,1
cid0020157,1,twice-a-week,ethnic,5,267.98999,2,0,2,1
cid0020158,1,once-a-month,healthy,4,51.990002,19,23,2,0
cid0020159,1,once-a-month,convenience,3,33.990002,10,0,3,0
cid0020160,1,once-a-month,convenience,6,47.990002,15,0,4,0
cid0020161,0,once-a-month,convenience,6,47.990002,2,0,2,1
cid0020162,0,once-a-week,convenience,6,170.99001,25,27,4,0
cid0020163,0,twice-a-week,healthy,2,182.99001,1,26,3,0
cid0020164,1,twice-a-week,ethnic,5,267.98999,8,0,2,0
cid0020165,1,twice-a-week,convenience,6,243.99001,3,11,2,0
cid0020166,0,once-a-month,healthy,2,35.990002,2,0,3,1
cid0020167,1,twice-a-week,ethnic,5,267.98999,2,0,3,0
cid0020168,1,once-a-month,ethnic,2,32.990002,2,20,4,0
cid0020169,1,once-a-month,convenience,5,43.990002,6,53,5,0
cid0020170,1,once-a-month,convenience,5,43.990002,23,34,2,0
cid0020171,0,once-a-week,ethnic,4,167.99001,1,12,2,0
cid0020172,1,once-a-week,convenience,3,120.99,32,17,2,0
cid0020173,1,once-a-month,convenience,2,27.99,9,6,3,0
cid0020174,1,once-a-month,convenience,2,27.99,42,45,2,0
cid0020175,1,once-a-month,convenience,4,39.990002,1,37,5,0
cid0020176,1,once-a-month,healthy,3,44.990002,12,0,3,0
cid0020177,0,once-a-week,convenience,5,155.99001,53,5,5,0
cid0020178,1,once-a-week,convenience,4,139.99001,22,0,3,0
cid0020179,1,once-a-week,ethnic,4,167.99001,2,0,2,0
cid0020180,1,once-a-month,convenience,4,39.990002,49,0,1,0
cid0020181,1,once-a-month,ethnic,3,40.990002,3,0,2,0
cid0020182,1,once-a-week,convenience,4,139.99001,5,0,2,0
cid0020183,1,twice-a-week,ethnic,4,239.99001,14,27,5,0
cid0020184,1,once-a-month,convenience,2,27.99,19,33,5,0
cid0020185,1,once-a-month,ethnic,5,52.990002,46,57,5,0
cid0020186,0,once-a-week,convenience,5,155.99001,27,16,3,0
cid0020187,0,once-a-month,healthy,3,44.990002,3,26,4,0
cid0020188,0,once-a-week,convenience,5,155.99001,15,0,1,0
cid0020189,1,once-a-month,convenience,2,27.99,5,0,1,0
cid0020190,1,once-a-week,healthy,3,156.99001,15,11,3,0
cid0020191,1,once-a-month,convenience,3,33.990002,37,30,4,0
cid0020192,0,once-a-month,convenience,3,33.990002,16,0,3,0
cid0020193,0,twice-a-week,convenience,4,199.99001,34,5,3,0
cid0020194,1,once-a-month,convenience,2,27.99,2,3,1,1
cid0020195,0,twice-a-week,convenience,5,222.99001,1,12,4,0
cid0020196,0,once-a-week,convenience,3,120.99,10,52,4,0
cid0020197,0,twice-a-week,ethnic,4,239.99001,41,0,1,0
cid0020198,0,once-a-month,healthy,6,62.990002,17,0,3,0
cid0020199,1,once-a-week,ethnic,6,204.99001,11,0,2,0
cid0020200,0,once-a-month,convenience,5,43.990002,2,36,3,0
cid0020201,1,once-a-month,ethnic,6,57.990002,1,0,2,1
cid0020202,1,twice-a-week,ethnic,3,206.99001,3,0,1,1
cid0020203,0,once-a-month,convenience,3,33.990002,29,0,4,0
cid0020204,1,once-a-month,convenience,4,39.990002,10,33,4,0
cid0020205,0,once-a-month,convenience,6,47.990002,37,28,2,0
cid0020206,0,twice-a-week,convenience,6,243.99001,9,2,3,0
cid0020207,1,once-a-month,convenience,6,47.990002,31,0,4,0
cid0020208,0,once-a-month,convenience,4,39.990002,1,0,2,1
cid0020209,1,once-a-month,convenience,4,39.990002,23,0,3,0
cid0020210,1,once-a-month,ethnic,4,47.990002,27,12,4,0
cid0020211,0,twice-a-week,healthy,2,182.99001,7,48,4,0
cid0020212,0,once-a-month,convenience,2,27.99,12,0,1,0
cid0020213,1,once-a-month,convenience,2,27.99,2,0,5,0
cid0020214,0,once-a-month,convenience,4,39.990002,1,1,4,1
cid0020215,1,once-a-month,convenience,6,47.990002,32,34,4,0
cid0020216,0,twice-a-week,convenience,6,243.99001,6,55,2,1
cid0020217,0,once-a-month,convenience,3,33.990002,17,50,3,0
cid0020218,1,twice-a-week,convenience,4,199.99001,4,0,4,0
cid0020219,0,once-a-week,ethnic,5,186.99001,4,0,3,0
cid0020220,0,once-a-month,healthy,4,51.990002,4,13,5,0
cid0020221,1,twice-a-week,ethnic,5,267.98999,52,0,2,0
cid0020222,1,once-a-month,convenience,4,39.990002,10,64,5,0
cid0020223,1,once-a-month,convenience,3,33.990002,52,14,2,0
cid0020224,1,once-a-month,convenience,4,39.990002,38,56,4,0
cid0020225,1,once-a-week,ethnic,4,167.99001,12,2,4,0
cid0020226,1,twice-a-week,convenience,5,222.99001,16,0,1,1
cid0020227,1,once-a-month,convenience,5,43.990002,3,0,1,0
cid0020228,1,once-a-month,convenience,4,39.990002,9,29,4,0
cid0020229,1,once-a-week,healthy,4,181.99001,54,0,3,0
cid0020230,1,twice-a-week,convenience,5,222.99001,20,57,4,0
cid0020231,1,once-a-month,convenience,5,43.990002,11,62,5,0
cid0020232,1,once-a-month,ethnic,5,52.990002,2,30,4,0
cid0020233,1,once-a-month,ethnic,5,52.990002,12,35,4,0
cid0020234,1,twice-a-week,convenience,4,199.99001,4,0,4,0
cid0020235,1,twice-a-week,convenience,2,140.99001,3,0,2,0
cid0020236,0,once-a-month,convenience,4,39.990002,12,0,2,0
cid0020237,0,once-a-month,convenience,3,33.990002,1,0,5,0
cid0020238,1,once-a-month,healthy,4,51.990002,4,0,3,1
cid0020239,1,once-a-month,healthy,2,35.990002,19,0,2,0
cid0020240,0,once-a-week,convenience,3,120.99,6,44,3,0
cid0020241,0,once-a-month,convenience,4,39.990002,2,0,3,0
cid0020242,1,once-a-month,convenience,6,47.990002,6,0,3,0
cid0020243,1,once-a-month,convenience,3,33.990002,7,0,3,0
cid0020244,0,once-a-month,convenience,6,47.990002,18,48,5,0
cid0020245,0,twice-a-week,convenience,3,172.99001,2,22,3,0
cid0020246,1,once-a-month,convenience,6,47.990002,32,13,5,0
cid0020247,1,once-a-month,convenience,3,33.990002,47,0,3,0
cid0020248,1,once-a-week,convenience,3,120.99,35,0,1,0
cid0020249,1,twice-a-week,convenience,5,222.99001,17,0,3,0
cid0020250,1,once-a-month,convenience,3,33.990002,7,23,4,0
cid0020251,0,once-a-month,convenience,3,33.990002,9,0,1,1
cid0020252,1,once-a-month,healthy,4,51.990002,37,55,4,0
cid0020253,1,once-a-month,convenience,2,27.99,2,40,4,0
cid0020254,0,once-a-month,convenience,4,39.990002,4,0,3,0
cid0020255,0,twice-a-week,ethnic,3,206.99001,2,31,3,1
cid0020256,1,once-a-month,convenience,6,47.990002,38,48,3,0
cid0020257,1,once-a-week,ethnic,5,186.99001,1,0,2,0
cid0020258,0,once-a-month,healthy,6,62.990002,3,28,4,0
cid0020259,1,once-a-month,convenience,4,39.990002,19,18,5,0
cid0020260,0,twice-a-week,convenience,4,199.99001,1,47,4,1
cid0020261,0,once-a-week,convenience,4,139.99001,37,31,4,0
cid0020262,1,once-a-month,ethnic,5,52.990002,17,0,2,0
cid0020263,1,once-a-month,healthy,5,57.990002,2,0,2,1
cid0020264,1,once-a-week,convenience,6,170.99001,4,0,2,1
cid0020265,0,once-a-month,convenience,5,43.990002,12,0,2,0
cid0020266,0,once-a-month,ethnic,3,40.990002,35,0,2,0
cid0020267,1,once-a-month,healthy,6,62.990002,26,63,5,1
cid0020268,1,once-a-month,convenience,5,43.990002,2,10,3,0
cid0020269,1,twice-a-week,convenience,5,222.99001,6,0,2,0
cid0020270,0,once-a-month,convenience,4,39.990002,3,40,2,0
cid0020271,1,once-a-week,convenience,2,97.989998,3,0,3,0
cid0020272,0,once-a-month,convenience,4,39.990002,30,47,2,0
cid0020273,1,once-a-month,convenience,4,39.990002,2,5,5,0
cid0020274,1,once-a-month,ethnic,4,47.990002,1,0,3,0
cid0020275,0,once-a-month,convenience,6,47.990002,1,0,2,1
cid0020276,1,once-a-month,convenience,3,33.990002,17,0,1,0
cid0020277,0,once-a-month,healthy,5,57.990002,16,60,4,0
cid0020278,1,once-a-month,convenience,3,33.990002,55,0,1,1
cid0020279,1,twice-a-week,healthy,4,259.98999,4,18,3,0
cid0020280,1,once-a-month,convenience,5,43.990002,19,0,2,0
cid0020281,1,once-a-week,convenience,4,139.99001,2,0,4,0
cid0020282,1,once-a-month,convenience,5,43.990002,16,0,4,0
cid0020283,1,once-a-month,convenience,2,27.99,28,0,2,0
cid0020284,1,once-a-month,convenience,4,39.990002,14,12,5,0
cid0020285,1,twice-a-week,healthy,4,259.98999,6,25,5,0
cid0020286,1,once-a-month,convenience,2,27.99,8,0,2,0
cid0020287,0,once-a-month,convenience,4,39.990002,1,0,1,1
cid0020288,1,twice-a-week,convenience,5,222.99001,8,0,2,0
cid0020289,0,once-a-month,convenience,5,43.990002,8,0,1,1
cid0020290,0,once-a-month,ethnic,4,47.990002,26,0,3,0
cid0020291,0,once-a-month,convenience,3,33.990002,11,9,4,0
cid0020292,0,once-a-month,convenience,5,43.990002,1,32,3,1
cid0020293,1,twice-a-week,convenience,2,140.99001,9,32,4,0
cid0020294,0,once-a-month,convenience,4,39.990002,2,0,3,0
cid0020295,0,once-a-month,healthy,3,44.990002,8,0,2,0
cid0020296,1,once-a-month,ethnic,5,52.990002,3,0,2,0
cid0020297,1,once-a-month,convenience,6,47.990002,1,0,2,1
cid0020298,1,once-a-month,convenience,6,47.990002,33,0,1,0
cid0020299,0,once-a-month,healthy,2,35.990002,1,46,3,0
cid0020300,1,once-a-month,convenience,3,33.990002,19,29,4,0
cid0020301,0,twice-a-week,convenience,2,140.99001,32,0,2,0
cid0020302,0,twice-a-week,ethnic,5,267.98999,44,55,5,0
cid0020303,1,once-a-month,convenience,3,33.990002,9,0,1,1
cid0020304,0,once-a-week,convenience,2,97.989998,1,27,3,1
cid0020305,0,twice-a-week,convenience,3,172.99001,24,44,2,0
cid0020306,1,once-a-month,convenience,5,43.990002,34,0,4,0
cid0020307,0,twice-a-week,convenience,3,172.99001,31,0,3,0
cid0020308,1,once-a-month,ethnic,2,32.990002,17,0,1,0
